"Reporter","Year","Sector","Subsector","Primary NAICS Code","NAICS Definition","Parent Company","City","County","Jurisdiction","Reported Emissions (MTCO2e)","Biogenic Carbon Dioxide (MTCO2e)","Carbon Dioxide (MTCO2e)","Methane (MTCO2e)","Nitrous Oxide (MTCO2e)","HFCs (MTCO2e)","PFCs (MTCO2e)","Sulfur Hexafluoride (MTCO2e)","Fluorinated - Other (MTCO2e)","Notes","Point Size","Location","Covered Emissions (MT CO2e)","CCA Status","Georeferenced Location"
"Chehalis Generation Facility - Chehalis","2013","Power Plants","Natural Gas Turbine Plants","221112","Fossil Fuel Electric Power Generation","Berkshire Hathaway","Chehalis","Lewis","EFSEC","678,983","0","678,293","314","375","0","0","0","0",,"3","46.6226, -122.9145",,,"POINT (-122.9145 46.6226)"
"Puget Sound Energy - Encogen Generating Station - Bellingham","2019","Power Plants","Natural Gas Turbine Plants","221112","Fossil Fuel Electric Power Generation","Puget Holdings LLC","Bellingham","Whatcom","Northwest Clean Air Agency","191,710","0","191,515","89","106","0","0","0","0",,"3","48.746, -122.486",,,"POINT (-122.486 48.746)"
"The Boeing Company - Auburn Site - Auburn","2014","Manufacturing","Transportation Industry","336413","Other Aircraft Parts and Auxiliary Equipment Manufacturing","The Boeing Company","Auburn","King","Puget Sound Clean Air Agency","36,691","0","36,653","17","21","0","0","0","0",,"2","47.285551, -122.242298",,,"POINT (-122.242298 47.285551)"
"Nippon Dynawave - Longview","2017","Pulp and Paper","Kraft Mills","322121","Paper (except Newsprint) Mills","Nippon Paper Industries Co Ltd","Longview","Cowlitz","Ecology: Industrial Section","1,532,282","1,218,099","306,756","1,614","5,814","0","0","0","0","Formerly included North Pacific Paper Company before 2016.","4","46.130495, -122.983637",,,"POINT (-122.983637 46.130495)"
"Kaiser Aluminum Washington, LLC (Trentwood Works) - Spokane Valley","2012","Metals","Other Metals","331315","Aluminum Sheet, Plate, and Foil Manufacturing","Kaiser Aluminum Corp.","Spokane Valley","Spokane","Spokane Regional Clean Air Agency","108,364","0","108,252","51","61","0","0","0","0",,"3","47.687074, -117.212673",,,"POINT (-117.212673 47.687074)"
"Frederickson Power LP - Tacoma","2020","Power Plants","Natural Gas Turbine Plants","221112","Fossil Fuel Electric Power Generation","Puget Sound Energy, Inc. and Capital Power (US Holdings) Inc","Tacoma","Pierce","Puget Sound Clean Air Agency","369,506","0","369,130","171","204","0","0","0","0",,"3","47.086342, -122.365686",,,"POINT (-122.365686 47.086342)"
"NW Natural - supplier","2016","Supplier","Natural Gas Supplier","221210","Natural Gas Distribution",,"Portland","Multnomah",,"406,648","0","406,231","190","227","0","0","0","0",,,,,,
"Imerys Minerals Quincy Plant - Quincy","2018","Minerals","Other Minerals","212399","All Other Nonmetallic Mineral Mining","Imerys Filtration Minerals Inc.","Quincy","Grant","Ecology: Eastern Regional Office","22,730","0","22,706","11","13","0","0","0","0",,"1","47.239948, -119.838831",,,"POINT (-119.838831 47.239948)"
"H.W. Hill Landfill Gas Power Plant - Roosevelt","2017","Power Plants","Other Power, Heating, or Cooling Plants","221119","Other Electric Power Generation","Public Utility District No. 1 of Klickitat County","Roosevelt","Klickitat","Ecology: Central Regional Office","92,771","92,297","0","142","333","0","0","0","0",,"2","45.807765, -120.166354",,,"POINT (-120.166354 45.807765)"
"Puget Sound Energy - Whitehorn Generating Station - Blaine","2019","Power Plants","Natural Gas Turbine Plants","221112","Fossil Fuel Electric Power Generation","Puget Holdings LLC","Blaine","Whatcom","Northwest Clean Air Agency","6,838","0","6,830","4","5","0","0","0","0",,"1","48.885475, -122.724299",,,"POINT (-122.724299 48.885475)"
"Boeing Commercial Airplanes - Everett","2021","Manufacturing","Transportation Industry","336411","Aircraft Manufacturing","The Boeing Company","Everett","Snohomish","Puget Sound Clean Air Agency","67,480","0","67,411","32","38","0","0","0","0",,"2","47.918622, -122.276987",,,"POINT (-122.276987 47.918622)"
"Gas Transmission Northwest Compressor Station 6, LLC - Rosalia","2021","Natural Gas Systems","Natural Gas Transmission/Compression","486210","Pipeline Transportation of Natural Gas","TransCanada Northern Border Inc.","Rosalia","Whitman","Spokane Regional Clean Air Agency","75,387","0","74,694","652","42","0","0","0","0",,"2","47.277256, -117.406737",,,"POINT (-117.406737 47.277256)"
"Northwest Pipeline C/S - Sumas","2017","Natural Gas Systems","Natural Gas Transmission/Compression","486210","Pipeline Transportation of Natural Gas","The Williams Companies, Inc.","Sumas","Whatcom","Northwest Clean Air Agency","96,858","0","92,864","3,942","52","0","0","0","0",,"2","49.001, -122.2214",,,"POINT (-122.2214 49.001)"
"DH Feeders - Eltopia","2019","Livestock","Cattle Feedlots","112112","Cattle Feedlots","Easterday Ranches","Eltopia","Franklin","Ecology: Eastern Regional Office","14,478","0","1,211","1,028","12,238","0","0","0","0",,"1","46.50919, -118.881203",,,"POINT (-118.881203 46.50919)"
"Alcoa Intalco Works - Ferndale","2012","Metals","Aluminum Production","331312","Primary Aluminum Production","Alcoa Corp.","Ferndale","Whatcom","Ecology: Industrial Section","1,146,835","0","412,832","11,814","30","0","722,159","0","0","PFC emissions based on old source test information.","4","48.8455, -122.7055",,,"POINT (-122.7055 48.8455)"
"Interfor US, Inc. - Port Angeles","2023","Wood Products","Lumber Mills","321113","Sawmills","Interfor US Inc.","Port Angeles","Clallam","Olympic Region Clean Air Agency","39,544","39,023","0","75","446","0","0","0","0",,"2","48.103425, -123.518642",,"Reporter","POINT (-123.518642 48.103425)"
"WestRock CP, LLC - Tacoma","2021","Pulp and Paper","Kraft Mills","322130","Paperboard Mills","Westrock Corp.","Tacoma","Pierce","Ecology: Industrial Section","1,080,789","928,981","146,359","1,018","4,431","0","0","0","0",,"4","47.260953, -122.421765",,,"POINT (-122.421765 47.260953)"
"Seattle-Tacoma International Airport - Seattle","2019","Government","Other Government","488119","Other Airport Operations","Port of Seattle","Seattle","King","Puget Sound Clean Air Agency","13,610","0","13,596","6","8","0","0","0","0",,"1","47.443643, -122.302452",,,"POINT (-122.302452 47.443643)"
"Georgia-Pacific Consumer Operations LLC - Camas","2023","Pulp and Paper","Kraft Mills","322120","Paper Mills","Koch Industries Inc.","Camas","Clark","Ecology: Industrial Section","53,794","0","48,436","5,331","27","0","0","0","0",,"2","45.584271, -122.40843","53,794","Covered Entity","POINT (-122.40843 45.584271)"
"City of Tacoma Solid Waste Facility - Tacoma","2017","Waste","Landfills","562212","Solid Waste Landfill","City of Tacoma","Tacoma","Pierce","Puget Sound Clean Air Agency","16,417","0","0","16,417","0","0","0","0","0",,"1","47.223413, -122.499775",,,"POINT (-122.499775 47.223413)"
"Spokane Waste to Energy Facility - Spokane","2023","Power Plants","Other Power, Heating, or Cooling Plants","562213","Solid Waste Combustors and Incinerators","City of Spokane","Spokane","Spokane","Spokane Regional Clean Air Agency","232,129","131,530","95,490","1,992","3,116","0","0","0","0",,"3","47.626529, -117.504278",,"Reporter","POINT (-117.504278 47.626529)"
"Nutrien US LLC. - Kennewick","2018","Chemicals","Fertilizer Production","325311","Nitrogenous Fertilizer Manufacturing","Agrium US Inc.","Kennewick","Benton","Benton Clean Air Agency","119,791","0","11,207","1","108,583","0","0","0","0",,"3","46.165957, -119.017218",,,"POINT (-119.017218 46.165957)"
"Vaagen Bros. Lumber, Inc. - Colville","2019","Wood Products","Lumber Mills","321999","All Other Miscellaneous Wood Product Manufacturing","Vaagen Bros. Lumber Inc.","Colville","Stevens","Ecology: Eastern Regional Office","50,941","50,269","0","97","575","0","0","0","0",,"2","48.548525, -117.915469",,,"POINT (-117.915469 48.548525)"
"Cascade Natural Gas Corporation LDC - statewide","2018","Natural Gas Systems","Natural Gas Local Distribution Companies","221210","Natural Gas Distribution","MDU Resources Group Inc.","Kennewick","Benton","Benton Clean Air Agency","23,973","0","115","23,858","0","0","0","0","0",,"1","46.21875, -119.22987",,,"POINT (-119.22987 46.21875)"
"Puget Sound Energy - Frederickson Generating Station - Tacoma","2020","Power Plants","Natural Gas Turbine Plants","221112","Fossil Fuel Electric Power Generation","Puget Holdings LLC","Tacoma","Pierce","Puget Sound Clean Air Agency","24,854","0","24,828","12","14","0","0","0","0",,"1","47.079716, -122.364711",,,"POINT (-122.364711 47.079716)"
"CertainTeed Gypsum - Seattle","2019","Manufacturing","Building Products","327420","Gypsum Product Manufacturing","Saint-Gobain Corporation","Seattle","King","Puget Sound Clean Air Agency","49,333","0","49,282","23","28","0","0","0","0",,"2","47.548056, -122.336944",,,"POINT (-122.336944 47.548056)"
"Northwest Pipeline C/S - Mount Vernon","2016","Natural Gas Systems","Natural Gas Transmission/Compression","486210","Pipeline Transportation of Natural Gas","The Williams Companies, Inc.","Mount Vernon","Skagit","Northwest Clean Air Agency","69,093","0","66,878","2,178","38","0","0","0","0",,"2","48.421967, -122.21547",,,"POINT (-122.21547 48.421967)"
"Boeing Commercial Airplanes - Everett","2017","Manufacturing","Transportation Industry","336411","Aircraft Manufacturing","The Boeing Company","Everett","Snohomish","Puget Sound Clean Air Agency","80,529","0","80,446","38","45","0","0","0","0",,"2","47.918622, -122.276987",,,"POINT (-122.276987 47.918622)"
"Tree Top - Prosser","2019","Food Production","Fruit Products","311411","Frozen Fruit, Juice, and Vegetable Manufacturing","Tree Top Inc.","Prosser","Benton","Benton Clean Air Agency","15,659","0","15,643","7","9","0","0","0","0",,"1","46.21842, -119.73397",,,"POINT (-119.73397 46.21842)"
"Avista Corporation LDC - WA - statewide","2015","Natural Gas Systems","Natural Gas Local Distribution Companies","221210","Natural Gas Distribution","Avista Corp.","Spokane","Spokane","Spokane Regional Clean Air Agency","15,338","0","19","15,320","0","0","0","0","0",,"1","47.673662, -117.388735",,,"POINT (-117.388735 47.673662)"
"Northwest Pipeline C/S - Washougal","2012","Natural Gas Systems","Natural Gas Transmission/Compression","486210","Pipeline Transportation of Natural Gas","The Williams Companies, Inc.","Washougal","Clark","Southwest Clean Air Agency","20,598","0","18,287","2,301","10","0","0","0","0",,"1","45.63236, -122.36516",,,"POINT (-122.36516 45.63236)"
"Gas Transmission Northwest Compressor Station 8, LLC -Wallula","2014","Natural Gas Systems","Natural Gas Transmission/Compression","486210","Pipeline Transportation of Natural Gas","TransCanada Northern Border Inc.","Wallula","Walla Walla","Ecology: Eastern Regional Office","81,465","0","75,234","6,189","42","0","0","0","0",,"2","46.053153, -118.843934",,,"POINT (-118.843934 46.053153)"
"The Boeing Company: Boeing Plant 2 - Seattle","2020","Manufacturing","Transportation Industry","336411","Aircraft Manufacturing","The Boeing Company","Seattle","King","Puget Sound Clean Air Agency","18,837","0","18,818","9","10","0","0","0","0",,"1","47.532524, -122.311623",,,"POINT (-122.311623 47.532524)"
"Port Angeles Hardwood LLC - Port Angeles","2021","Wood Products","Lumber Mills","321113","Sawmills","Port Angeles Hardwood LLC","Port Angeles","Clallam","Olympic Region Clean Air Agency","22,863","22,562","0","43","258","0","0","0","0",,"1","48.100872, -123.485745",,,"POINT (-123.485745 48.100872)"
"J.R. Simplot Company - Othello","2018","Food Production","Potato Products","311411","Frozen Fruit, Juice, and Vegetable Manufacturing","J.R. Simplot Company","Othello","Adams","Ecology: Eastern Regional Office","99,691","0","46,683","52,982","26","0","0","0","0",,"2","46.837778, -119.176389",,,"POINT (-119.176389 46.837778)"
"Cascade Natural Gas Corporation - supplier","2018","Supplier","Natural Gas Supplier","221210","Natural Gas Distribution","MDU Resources Group, Inc.","Kennewick","Benton",,"1,640,921","0","1,639,228","772","921","0","0","0","0",,,,,,
"TransAlta Energy Marketing (U.S.) Inc.","2022","Power","Marketer",,,"TransAlta Energy Marketing (U.S.) Inc.","Calgary","MD of Foothills No. 31",,"82,997",,,,,,,,,,,,,,
"City of Tacoma Solid Waste Facility - Tacoma","2016","Waste","Landfills","562212","Solid Waste Landfill","City of Tacoma","Tacoma","Pierce","Puget Sound Clean Air Agency","14,513","0","0","14,513","0","0","0","0","0",,"1","47.223413, -122.499775",,,"POINT (-122.499775 47.223413)"
"Keyes Fibre Corporation - Wenatchee","2021","Pulp and Paper","Other Pulp and Paper","322299","All Other Converted Paper Product Manufacturing","Tekni-Plex Wenatchee Fiber Consumer Porducts","Wenatchee","Chelan","Ecology: Central Regional Office","16,806","0","16,789","8","10","0","0","0","0",,"1","47.485987, -120.316363",,,"POINT (-120.316363 47.485987)"
"TransAlta Centralia Generation LLC - Centralia","2014","Power Plants","Coal Plants","221112","Fossil Fuel Electric Power Generation","Transalta Centralia Generation/Mining","Centralia","Lewis","Southwest Clean Air Agency","7,447,081","0","7,388,703","21,354","37,024","0","0","0","0",,"5","46.7559, -122.8578",,,"POINT (-122.8578 46.7559)"
"El Oro Cattle Feeders, LLC - Moses Lake","2013","Livestock","Cattle Feedlots","112112","Cattle Feedlots","Agri Beef Co.","Moses Lake","Grant","Ecology: Eastern Regional Office","21,558","0","0","1,670","19,888","0","0","0","0",,"1","47.052176, -119.093815",,,"POINT (-119.093815 47.052176)"
"Bio Energy Washington, LLC - Maple Valley","2017","Power Plants","Other Power, Heating, or Cooling Plants","221119","Other Electric Power Generation","Bio Energy Washington","Maple Valley","King","Puget Sound Clean Air Agency","28,310","26,824","1,344","42","100","0","0","0","0",,"2","47.455871, -122.041817",,,"POINT (-122.041817 47.455871)"
"Sierra Pacific Industries - Shelton","2023","Wood Products","Lumber Mills","321212","Softwood Veneer and Plywood Manufacturing","Simpson Lumber Company LLC","Shelton","Mason","Olympic Region Clean Air Agency","59,279","58,498","0","112","669","0","0","0","0",,"2","47.213448, -123.096517",,"Reporter","POINT (-123.096517 47.213448)"
"Chehalis Generation Facility - Chehalis","2012","Power Plants","Natural Gas Turbine Plants","221112","Fossil Fuel Electric Power Generation","Berkshire Hathaway","Chehalis","Lewis","EFSEC","371,646","0","371,268","172","205","0","0","0","0",,"3","46.6226, -122.9145",,,"POINT (-122.9145 46.6226)"
"Puget Sound Energy - Goldendale Generating Station - Goldendale","2018","Power Plants","Natural Gas Turbine Plants","221112","Fossil Fuel Electric Power Generation","Puget Holdings LLC","Goldendale","Klickitat","Ecology: Central Regional Office","425,704","0","425,272","197","235","0","0","0","0",,"3","45.8114, -120.833",,,"POINT (-120.833 45.8114)"
"Sonoco Products - Sumner","2022","Pulp and Paper","Other Pulp and Paper","322130","Paperboard Mills","Sonoco Products Company","Sumner","Pierce","Puget Sound Clean Air Agency","10,820","0","10,809","5","6","0","0","0","0",,"1","47.210641, -122.239474",,,"POINT (-122.239474 47.210641)"
"Peninsula Light Company - Gig Harbor","2023","Power","COU","2211","Electric Power Generation, Transmission and Distribution","Jafar Taghavi (CEO)","Gig Harbor","Pierce",,"11,359",,,,,,,,,,,,,"Reporter",
"Puget Sound Energy LDC Facility - Bellevue","2019","Natural Gas Systems","Natural Gas Local Distribution Companies","221210","Natural Gas Distribution","Puget Holdings LLC","Bellevue","King","Puget Sound Clean Air Agency","61,438","0","105","61,333","0","0","0","0","0",,"2","47.61345, -122.19454",,,"POINT (-122.19454 47.61345)"
"El Oro Cattle Feeders, LLC - Moses Lake","2012","Livestock","Cattle Feedlots","112112","Cattle Feedlots","Agri Beef Co.","Moses Lake","Grant","Ecology: Eastern Regional Office","25,363","0","0","1,969","23,394","0","0","0","0",,"2","47.052176, -119.093815",,,"POINT (-119.093815 47.052176)"
"Kaiser Aluminum Washington, LLC (Trentwood Works) - Spokane Valley","2019","Metals","Other Metals","331315","Aluminum Sheet, Plate, and Foil Manufacturing","Kaiser Aluminum Corp.","Spokane Valley","Spokane","Spokane Regional Clean Air Agency","128,390","0","128,258","61","72","0","0","0","0",,"3","47.687074, -117.212673",,,"POINT (-117.212673 47.687074)"
"Starbucks Kent Flexible Plant - Kent","2023","Food Production","Other Food Products","311920","Coffee and Tea Manufacturing","Starbucks Corp.","Kent","King","Puget Sound Clean Air Agency","12,057","0","12,044","6","7","0","0","0","0",,"1","47.436276, -122.237648",,"Reporter","POINT (-122.237648 47.436276)"
"Bonneville Power Administration - WA Only - statewide","2016","Power Plants","Electrical Transmission and Distribution","221121","Electric Bulk Power Transmission and Control","US Government","Vancouver","Clark","Southwest Clean Air Agency","17,121","0","0","0","0","0","0","17,121","0",,"1","45.661178, -122.658608",,,"POINT (-122.658608 45.661178)"
"Murphy Veneer - Elma","2016","Wood Products","Other Wood Products","321212","Softwood Veneer and Plywood Manufacturing","Murphy Co.","Elma","Grays Harbor","Olympic Region Clean Air Agency","10,709","0","10,698","5","6","0","0","0","0",,"1","47.040323, -123.334339",,,"POINT (-123.334339 47.040323)"
"City of Enumclaw Gas Utility - supplier","2017","Supplier","Natural Gas Supplier","221210","Natural Gas Distribution","City of Enumclaw","Enumclaw","King",,"24,896","0","24,871","12","14","0","0","0","0",,,,,,
"Sierra Pacific Industries - Shelton","2022","Wood Products","Lumber Mills","321212","Softwood Veneer and Plywood Manufacturing","Simpson Lumber Company LLC","Shelton","Mason","Olympic Region Clean Air Agency","68,214","67,315","0","129","770","0","0","0","0",,"2","47.213448, -123.096517",,,"POINT (-123.096517 47.213448)"
